stem,duration_seconds,frames,accepted_frames,accepted_frame_fraction,confidence_threshold,template_label,tonic,mode,template_score,cache_status,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11
child6,33.0,3301,2911,0.8818539836413208,0.3,B minor,11,minor,0.8919565967646538,computed,0.088607643734665,0.1237397837999462,0.1425534515175767,0.0913297433477288,0.0557970129514398,0.0881134552201477,0.0237936089824028,0.0036090005254069,0.0336703748054612,0.0961873833065979,0.0950394428251216,0.1575590989835048
child7,36.882,3689,3154,0.8549742477636216,0.3,E minor,4,minor,0.8351661670400807,computed,0.057862006428823,0.0038718078761809,0.0047421935076902,0.0312256702095314,0.1298687322000531,0.0270646392037281,0.0819259020628167,0.256708655446552,0.1196660812966116,0.1698896645658973,0.0501425259672578,0.0670321212348574
child8,45.0,4501,3690,0.8198178182626084,0.3,E minor,4,minor,0.8296498380592078,computed,0.0300410650082173,0.0137858545619039,0.0231520763291094,0.0930564650276312,0.2558005695057718,0.1011511179248817,0.1738136642623665,0.1142809166029987,0.1009558798917738,0.0595278561896312,0.0230261587786357,0.0114083759170782
child9,29.9438125,2995,2550,0.8514190317195326,0.3,F# minor,6,minor,0.8152725729067504,computed,0.0,0.0777302263333861,0.0657492936257506,0.0138780438481483,0.0776873799160783,0.2029204292814286,0.2052717174338172,0.1660132324350867,0.0657884206590087,0.0896295709910457,0.0353316854762493,0.0
q1,15.75,1576,1385,0.8788071065989848,0.3,D minor,2,minor,0.8022897220566346,computed,0.2356858094238041,0.0537005790050119,0.2651160939887761,0.0247207112364235,0.110561560147105,0.1677195665739986,0.0052437066427113,0.0178710218091441,0.0207805465794765,0.0477655373447283,0.0156044330469188,0.0352304342019013
q10,16.883375,1689,1529,0.9052693901716992,0.3,B minor,11,minor,0.7021645933576603,computed,0.2366949750404103,0.1135040698972267,0.1097854987948359,0.0058245991330519,0.0161002966999284,0.0026734078697185,0.0,0.0,0.0,0.1139475711359398,0.0395032793464096,0.3619663020824785
q100,14.9375625,1494,1194,0.7991967871485943,0.3,D minor,2,minor,0.7780355570377606,computed,0.1244729771690073,0.1204465959635864,0.2073417696602076,0.1934793645593597,0.0413036087897179,0.00322479581826,0.0,0.0,0.0221800199052597,0.1823783765974224,0.0914302102568993,0.0137422812802792
q101,24.28125,2429,2157,0.8880197612186085,0.3,A minor,9,minor,0.832196109005798,computed,0.1197675609777627,0.0267903717866761,0.0820403728262293,0.0151242686432223,0.0346656422635006,0.0,0.0086186369171052,0.0849132329637703,0.0846447935572329,0.2246130782337947,0.117416220684715,0.2014058211459905
q102,32.9063125,3291,3040,0.9237313886356732,0.3,D major,2,major,0.8769683108851023,computed,0.0319852493963176,0.0965995117166304,0.2582972710950961,0.0914338758651517,0.1606257364033658,0.048811330371857,0.0696183223620742,0.1213531770912023,0.0143267070186024,0.0796222425110454,0.0016340142382581,0.0256925619303985
q103,19.375,1938,1732,0.8937048503611971,0.3,Eb major,3,major,0.9106919949507504,computed,0.0697506942581101,0.013042847697536,0.115102670817004,0.2733529276624864,0.034061973275253,0.0864767561261145,0.0384893634199751,0.1499803079319304,0.083196814637762,0.01656394976345,0.0956222708912801,0.024359423519098
q104,19.0625,1907,1498,0.7855270057682223,0.3,E minor,4,minor,0.8210188121615666,computed,0.0196458329660452,0.0109082291326977,0.1738071105935145,0.0915839882092287,0.2806751298425629,0.0515734882888544,0.0,0.0835813588802973,0.0353821694444171,0.0496465071308803,0.118301705712066,0.0848944797994356
q105,37.5625,3757,3472,0.9241416023422944,0.3,D major,2,major,0.8169361916234313,computed,0.0122292716902745,0.0516172415928127,0.0776849851314718,0.0055007849077696,0.023607833430345,0.0073128596825572,0.1445159590237678,0.1428148309348275,0.0443994779818676,0.3132016125187186,0.0829174278346455,0.0941977152709415
q106,27.1250625,2713,2378,0.8765204570586067,0.3,G major,7,major,0.925673178970568,computed,0.0422159464181331,0.0475171390208764,0.0878848665979423,0.0640224823985632,0.0932399599422759,0.0235370625506036,0.0397878973590543,0.1429349092385679,0.0615222266626426,0.1548654024455511,0.0877220042960695,0.1547501030697196
q107,29.0625,2907,2691,0.9256965944272446,0.3,E minor,4,minor,0.9581365133987836,computed,0.0576770186846683,0.0509936889696723,0.0761828707394343,0.0715250006972571,0.1727262314345082,0.0386946025445193,0.0357644831791434,0.1477156280133955,0.062078404569354,0.0742081298521598,0.1144913144212502,0.097942626894637
q108,17.03125,1704,1616,0.9483568075117372,0.3,Eb major,3,major,0.7175496533936923,computed,0.0879177647598196,0.022734126766277,0.2343617486820597,0.3386055470643247,0.1056124573882234,0.1107137266924013,0.0293712394058562,0.0027834468091391,0.0,0.0114649552542777,0.0334574363873484,0.0229775507902723
q109,17.28125,1729,1402,0.8108733371891267,0.3,C# minor,1,minor,0.7943223549953662,computed,0.0877982168391875,0.2561571527556359,0.1437819314386434,0.0072825982981917,0.0213327909960994,0.0,0.0,0.0,0.1358342532170178,0.1342593325111462,0.0471685894669638,0.1663851344771139
q11,19.483375,1949,1736,0.8907131862493587,0.3,D major,2,major,0.7565533426157062,computed,0.0174080408862925,0.1122837982640022,0.2633695203312707,0.1125172184634276,0.239081932800078,0.0706576938060335,0.1369425116582802,0.0364856330911806,0.0010760803042106,0.0101775703952235,0.0,0.0
q110,18.59375,1860,1727,0.928494623655914,0.3,D major,2,major,0.8225925798357585,computed,0.001491211956569,0.0084224440339378,0.2693011348019065,0.0199070385941845,0.2152068929902452,0.0712060502681838,0.1790303537012143,0.0131096717284131,0.0082492966871775,0.1825650716594158,0.0073618140208233,0.0241490195579288
q111,15.6875625,1569,1358,0.8655194391332058,0.3,C# major,1,major,0.7354736830845827,computed,0.2131575646878533,0.4005543317233638,0.0372060625514549,0.1074732931118127,0.0203640075655491,0.0363885329766081,0.0726116061566151,0.023301429469551,0.0406675190617734,0.0169883989997819,0.0107996550764929,0.0204875986191433
q112,27.53125,2754,2142,0.7777777777777778,0.3,Ab minor,8,minor,0.7620787376526211,computed,0.0755149416949491,0.0578092992120027,0.0297575137402821,0.0177219874528417,0.0032797262044833,0.0082437469763998,0.0054102355923544,0.0356956139917259,0.1941755678486666,0.1344599991480337,0.2604343995763644,0.1774969685618958
q113,16.53125,1654,884,0.5344619105199516,0.3,F# minor,6,minor,0.7834541494605854,computed,0.0048394532957996,0.0008266999246502,0.0068123399337367,0.021990769244456,0.0507178343366189,0.124970946137313,0.3300889439238892,0.1198740206028817,0.121607717569925,0.1143077717572616,0.0704251272207862,0.0335383760526814
q114,31.09375,3110,2883,0.9270096463022508,0.3,D major,2,major,0.8052178055357981,computed,0.0070701214535964,0.0261206286862296,0.2733131110225882,0.1008945345826163,0.0538724955865752,0.0993554142989362,0.206657005978701,0.1758574123063854,0.0264415835911499,0.0221232586619296,0.0049056360145914,0.0033887978167003
q115,23.85,2386,2086,0.8742665549036044,0.3,C minor,0,minor,0.7877385019217226,computed,0.1918440974868709,0.1257141637732076,0.2600748116629683,0.1457309897779543,0.0348331610613655,0.0177888474262698,0.0247293419151527,0.0449999594192169,0.0038743533690072,0.0377942020519012,0.0382507676791933,0.0743653043768919
q116,14.8666875,1487,1350,0.9078681909885676,0.3,C major,0,major,0.8095555962474562,computed,0.1837041724575747,0.1005455433740769,0.1312107515538632,0.1462558942952948,0.1794102843582248,0.1522764785691071,0.0267435658902951,0.0068709129387153,0.0,0.0078938923420551,0.0305939184512805,0.034494585769512
q117,10.983375,1099,969,0.8817106460418562,0.3,D minor,2,minor,0.8105242207156514,computed,0.1088104991502302,0.0883679943113829,0.2068773886999452,0.1433130918603543,0.1968685514280453,0.0571351587589738,0.0249626879573145,0.005302661146129,0.0581584744700365,0.0412503136025154,0.0249046721308677,0.0440485064842047
q118,20.1,2011,1779,0.8846345101939334,0.3,C major,0,major,0.9478468607659738,computed,0.1299815684488972,0.0868089751613481,0.0973556393665288,0.063781018250487,0.1267964505063925,0.0920918741983147,0.0264239106314382,0.0787358786968636,0.0813665023616393,0.0718372918407214,0.1051164152603357,0.0397044752770331
q12,23.233375,2324,2093,0.9006024096385542,0.3,Eb major,3,major,0.8169563446390361,computed,0.1663744899052211,0.0281977500840952,0.0755140462673652,0.1439084201355981,0.0032267987882562,0.0189202163112543,0.0018342374608306,0.0185016289340593,0.1062685316129378,0.042438609999873,0.2980418525407907,0.0967734179597181
q13,23.858375,2386,2077,0.8704945515507125,0.3,D major,2,major,0.6990292134062183,computed,0.1343379438813342,0.0544889991281642,0.4295727178517418,0.0523949038486172,0.0970096922781232,0.0,0.0,0.0,0.0,0.0286665652070723,0.0162079289398752,0.1873212488650717
q14,20.28125,2029,1334,0.657466732380483,0.3,C major,0,major,0.9189359179341092,computed,0.1641374734958014,0.0692711557257375,0.1315604587987137,0.0519867433289009,0.1634149105197566,0.1083865240586486,0.0109398607989273,0.1926879975156329,0.0244355717929249,0.019619498192866,0.0258770323717372,0.0376827734003526
q15,15.5938125,1560,1178,0.7551282051282051,0.3,C major,0,major,0.683988362042732,computed,0.3401444870725905,0.1538994500297891,0.2691915317870156,0.0346287803003426,0.193103549355546,0.0,0.0,0.0,0.0,0.0,0.0,0.0090322014547159
q16,17.0166875,1702,1522,0.8942420681551116,0.3,A minor,9,minor,0.705785575831403,computed,0.2150599130561455,0.0,0.0,0.0,0.0,0.0,0.0162691524613869,0.0104331611639064,0.0679763076054202,0.4119855690249613,0.0457743796773319,0.2325015170108476
q17,19.233375,1924,1429,0.7427234927234927,0.3,C# major,1,major,0.7035536529198454,computed,0.2677103273814463,0.2340287472410991,0.0,0.0,0.0046054296961015,0.0094067920030682,0.017395485542275,0.0007908678955216,0.1167880538425632,0.0502374366209299,0.1101276244792116,0.1889092352977832
q18,27.9375625,2794,2299,0.8228346456692913,0.3,C# major,1,major,0.7808203185780358,computed,0.1962020351329195,0.3021933941278124,0.0178482567846948,0.1331377022962904,0.0497188717145766,0.1730258389261796,0.0,0.0,0.0340009355190384,0.003799879268824,0.0459764790551523,0.0440966071745116
q19,23.7,2371,1932,0.8148460565162379,0.3,A minor,9,minor,0.8860011605784,computed,0.0576101015093453,0.03188380730302,0.0482448761297629,0.025405165676774,0.1170102033792502,0.0667126668687586,0.0824420634999966,0.1113612153213713,0.0681134383584989,0.2744530295235494,0.0807909962597022,0.0359724361699702
q2,24.0625,2407,2081,0.8645616950560864,0.3,G major,7,major,0.8853487670728749,computed,0.0190223265268552,0.1268776471662709,0.105585290787125,0.0127356759430208,0.0639800890785946,0.0836854173820633,0.1219262238639787,0.2440875957014514,0.0273453583362143,0.0894270082575217,0.0301296677873063,0.0751976991695972
q20,24.5,2451,2172,0.8861689106487148,0.3,E minor,4,minor,0.8742854110599824,computed,0.0153466399158279,0.0306390724552523,0.0436376200980622,0.0349465004378334,0.2510161544563014,0.0640083857031391,0.0407715730280123,0.1250823622724197,0.0363556859626545,0.1639322400684447,0.1062643834748451,0.0879993821272069
q21,32.1875625,3219,2947,0.9155017086051568,0.3,D major,2,major,0.9240991030269556,computed,0.0345453582173943,0.0265921280866841,0.1764158005007766,0.0941709874822708,0.0810850577969049,0.0306376286971933,0.1552545527811086,0.1360524495791044,0.0269817122449087,0.1814509884956828,0.0434845498462697,0.0133287862717013
q22,44.28125,4429,3767,0.8505305938135019,0.3,F# major,6,major,0.8999267628029117,computed,0.0604348357207817,0.2341264299646777,0.0630561873964528,0.0876671931595724,0.027335598214447,0.1067093108083927,0.2073802437736253,0.0215105274136622,0.0313410548270703,0.0095889853939231,0.0392216685572829,0.1116279647701115
q23,19.5,1951,1259,0.6453100973859559,0.3,C minor,0,minor,0.8887825938217936,computed,0.2273236761901385,0.0314866136419797,0.1428648972454889,0.1515037175139876,0.0359710458589886,0.0130524198859253,0.0,0.0595547733456524,0.0550051107873714,0.0488005820063074,0.1179303106440877,0.1165068528800722
q24,20.0625,2007,1429,0.7120079720976582,0.3,Eb minor,3,minor,0.9414575524180632,computed,0.1155317132555027,0.094803902684691,0.0766932060871302,0.1328276145683017,0.0288155775230027,0.1108368964668498,0.1563469361859156,0.0115835288179731,0.0400421875358805,0.0540173787382025,0.1246794995922988,0.0538215585442509
q25,28.3125,2832,2330,0.8227401129943502,0.3,D minor,2,minor,0.8330435460615653,computed,0.1176821676454179,0.0841009988094681,0.263929104901608,0.1525143496455342,0.0664744626474591,0.0375142094047285,0.0058018153349193,0.0646953667780857,0.0346507204532266,0.0449223607092642,0.0505091110723194,0.0772053325979687
q26,48.25,4826,4078,0.8450062163282221,0.3,Bb major,10,major,0.9244107198800824,computed,0.0778835009616843,0.0212045267509426,0.221014481467172,0.0934075733276289,0.0543095731401337,0.1624510069597423,0.0449784151380341,0.0825453488813949,0.0147772287285798,0.0563109137877121,0.140088895427825,0.0310285354291497
q27,30.5,3051,2619,0.8584070796460177,0.3,Eb minor,3,minor,0.7937420340177933,computed,0.0184932278831808,0.1360829349678856,0.1057018157481995,0.2245895101046829,0.1114975549298159,0.2072659253998798,0.0287011955463502,0.013073610710621,0.0453605970343189,0.0437065264497372,0.0397922546130982,0.0257348466122295
q28,36.03125,3604,2732,0.758046614872364,0.3,G minor,7,minor,0.8620364670805679,computed,0.0110396063684569,0.0022163103304435,0.1087468755409745,0.1471661472305901,0.1312252158770462,0.1260796010212262,0.1336128476307966,0.1400942708493522,0.0237033514755998,0.1010799491352578,0.0511266375012631,0.0239091870389926
q29,26.75,2676,2230,0.8333333333333334,0.3,A major,9,major,0.7622497790663408,computed,0.0,0.0004514488595444,0.0096882297340346,0.012968274168775,0.1293319312984159,0.0848973156529062,0.1584089198851424,0.2050867340808888,0.1021008461047297,0.2563185816768988,0.034746027820803,0.0060016907178606
q3,31.75,3176,2654,0.8356423173803527,0.3,B minor,11,minor,0.8611269443037566,computed,0.0630660997426397,0.1720461246691899,0.1660910381138671,0.0805892514972567,0.1257860028689501,0.0678372183142348,0.0388462382043658,0.0107430877128127,0.0020743118908521,0.0459359895875269,0.0218461093011316,0.2051385280971722
q30,12.90625,1291,992,0.7683965917893106,0.3,B minor,11,minor,0.7256044139662391,computed,0.0796464795967036,0.0561796076465313,0.0402724459967556,0.0030529351027624,0.0261948831175726,0.0036522429356078,0.0111053183331756,0.0178492533216566,0.061229032318854,0.1694498993849042,0.2226152845141342,0.3087526177313415
q31,26.15625,2616,2205,0.8428899082568807,0.3,Eb major,3,major,0.9268821213069136,computed,0.0793368425531385,0.0081078943883925,0.0840879499310821,0.1714359283178589,0.0909432703695858,0.1293191343358351,0.090274668462294,0.1502735961064812,0.0383806909798276,0.0295271291218237,0.0923332516506273,0.035979643783053
q32,17.0625,1707,1497,0.8769771528998243,0.3,Eb major,3,major,0.9264462163533684,computed,0.0472749219349657,0.0290232132871367,0.1009031823033103,0.1430170783335354,0.1171048981828976,0.0826193303588895,0.0928130774017824,0.1408619458769941,0.1047379543669429,0.0326008272558625,0.0666907443707065,0.0423528263269757
q33,23.5,2351,2030,0.8634623564440663,0.3,C major,0,major,0.769875334587924,computed,0.3293775931106666,0.0701808386837018,0.1565036054020364,0.0381584754010794,0.1080112481573049,0.0071985792580566,0.0150912082430059,0.0188828761575503,0.0128803865412429,0.0202690796363137,0.0538174410217339,0.1696286683873071
q34,18.5625,1857,1645,0.8858373721055466,0.3,A minor,9,minor,0.7964215390550031,computed,0.1077678906159546,0.0368241335896799,0.0101931226241696,0.0118714738010566,0.0318471950422518,0.0704926429882537,0.0681255858367154,0.0668511439731353,0.0845156283315189,0.357342465468922,0.1265855090080966,0.0275832087202449
q35,16.40625,1641,1458,0.8884826325411335,0.3,A minor,9,minor,0.7992005028449239,computed,0.116516401756003,0.0226816142926172,0.0361023296644928,0.0162867305910154,0.0210167186199352,0.0312003214262014,0.0099879956176559,0.1268259170006786,0.1656797664493325,0.3210780816225148,0.0876497237141106,0.0449743992454421
q36,29.0625625,2907,2572,0.8847609219126247,0.3,Bb minor,10,minor,0.8480595230748502,computed,0.1795724462049312,0.2340500439523085,0.0669991479700835,0.1390119729250062,0.0242578905032836,0.1138536420457122,0.0272827469462337,0.0057668018805736,0.0148493823470959,0.0157744483613855,0.1627133325949916,0.0158681442683941
q37,15.0938125,1510,1221,0.8086092715231789,0.3,Bb minor,10,minor,0.84247369323485,computed,0.0774515795199756,0.2463696045294474,0.0592460826580366,0.0522945600097883,0.0595200641929347,0.2404083865378942,0.0119931190644129,0.0081342308728921,0.0352314647985702,0.0478895257148377,0.1307094151465914,0.0307519669546183
q38,17.4688125,1747,1523,0.8717801946193474,0.3,Ab major,8,major,0.8554343054543819,computed,0.1706095602450962,0.0805985333664131,0.0397307390698676,0.2189310710895637,0.0459425230512791,0.0045301363179558,0.0046670894407966,0.0466866821871916,0.3106531698319901,0.0391963026671128,0.0253055453023283,0.0131486474304044
q39,31.6563125,3166,1963,0.6200252684775742,0.3,F# minor,6,minor,0.8143179273239994,computed,0.0295355329765265,0.073623940683157,0.0345363268899945,0.0564978619253651,0.0092042901649328,0.042992774042812,0.2553455454011377,0.1226743133901966,0.2202174864642818,0.1125761321174843,0.0388161814365018,0.0039796145076094
q4,33.9375,3394,2888,0.8509133765468474,0.3,B major,11,major,0.9065871070547576,computed,0.0914344455286876,0.1502154238434594,0.0354365433019396,0.073534519875472,0.0339943770335958,0.004219347537153,0.1005763147097585,0.0520271842694829,0.0795730139023034,0.0508669089685841,0.1013662915395446,0.2267556294900187
q40,17.75,1776,1533,0.8631756756756757,0.3,C# major,1,major,0.7261940853392033,computed,0.0074756591250787,0.2516914770612115,0.0207769318263189,0.0093474393336688,0.00963749088881,0.0185913511299324,0.2200137221144923,0.0294744063963673,0.4141238968088522,0.0086906247167857,0.0053227837900975,0.0048542168083842
q41,29.9688125,2997,2562,0.8548548548548549,0.3,A major,9,major,0.7982677425419267,computed,0.0094906467770705,0.0671740037041501,0.060659865504867,0.036756453000989,0.0529226894134976,0.0551323145563524,0.0697463618552606,0.0511182691485104,0.2500893382652127,0.2656576774967377,0.0214656631095682,0.0597867171677833
q42,20.6563125,2066,1486,0.7192642787996127,0.3,F# major,6,major,0.9141805164769295,computed,0.0696623806738183,0.2193534156496231,0.0319577293256426,0.0590821746716275,0.0307879436892373,0.0183504483632759,0.1729425680679052,0.0342258399241674,0.0974407856594345,0.0706789484519655,0.1613323793121966,0.0341853862111055
q43,24.1875625,2419,1992,0.8234807771806532,0.3,Eb minor,3,minor,0.8327545368961481,computed,0.0101681622015798,0.0328336156255887,0.052832111911595,0.2283953741454835,0.1697911418761303,0.0445195680364063,0.2515853130529129,0.0244187888051203,0.0445931143984553,0.0134813980833052,0.0427825406171055,0.0845988712463167
q44,31.0625625,3107,2495,0.8030254264563887,0.3,B major,11,major,0.8520900615056303,computed,0.0628081642247579,0.0996220425922061,0.0598968464512417,0.1061886935570594,0.032589837680838,0.0590130530543575,0.0594077612746523,0.0315887882597085,0.0138076315518731,0.0391546942992542,0.1533396382956096,0.2825828487584411
q45,46.0938125,4610,4174,0.9054229934924078,0.3,Ab major,8,major,0.9453400092439264,computed,0.0512359237413948,0.1303931248193621,0.0662126512904948,0.1085934613809605,0.0622312434670077,0.0706417054888937,0.0485954147519568,0.0677928263388935,0.2033490800370076,0.104453880113071,0.0455048274222862,0.0409958611486708
q46,17.75,1776,1200,0.6756756756756757,0.3,C major,0,major,0.7125389840266956,computed,0.4036573897940707,0.0628306093189233,0.2308084645768156,0.0710607226711399,0.1051386831245619,0.0027155547473473,0.0093487701728265,0.003777654025234,0.0059778089016814,0.0109604967691499,0.0284554245125682,0.065268421385681
q47,43.5,4351,3484,0.8007354631119283,0.3,C# major,1,major,0.9463983899557448,computed,0.0851611701692248,0.1998185294152408,0.0583900332340504,0.0548639316438787,0.0128417838315051,0.0629051959376757,0.1049318719557557,0.0213931692479504,0.1502548245140312,0.0805806689262682,0.0710849434928306,0.0977738776315878
q48,33.7188125,3372,3044,0.9027283511269276,0.3,Eb major,3,major,0.7603889214796863,computed,0.0180114512763595,0.0332340101707436,0.0876566964662897,0.4314837521296816,0.0309789684252595,0.0169623227178119,0.0287670239251854,0.057224530235779,0.1713155720519085,0.0347063676279126,0.0541413994028629,0.0355179055702051
q49,30.625,3063,2559,0.8354554358472086,0.3,C minor,0,minor,0.8633544007045068,computed,0.1271827669388083,0.0607966758078964,0.1263730749251458,0.1256232654435051,0.0876675909301887,0.0666425880904353,0.0212065884356669,0.246836424221824,0.0999232012765823,0.0273543379439539,0.0054253630074719,0.004968122978521
q5,28.25,2826,2464,0.8719037508846426,0.3,Ab minor,8,minor,0.9194901483346096,computed,0.0826310769505934,0.0586267688406136,0.0572807485166343,0.1351572490153663,0.1547522798125891,0.0551073829889919,0.1258445536691814,0.0839912875208535,0.1343279821839207,0.018527294713016,0.0196858876543281,0.0740674881339111
q50,22.65625,2266,1967,0.8680494263018534,0.3,G minor,7,minor,0.9239414361323888,computed,0.0459445156183502,0.0226352837938432,0.0795186131954189,0.1006740256371972,0.0283796417842952,0.0563946015301944,0.0860380845069696,0.1604250083109885,0.0926239657672484,0.0772871425289803,0.2258720821187696,0.024207035207744
q51,27.53125,2754,2311,0.8391430646332607,0.3,Bb major,10,major,0.920232885925358,computed,0.0607215232908713,0.116145633522158,0.1188199430620441,0.0627114583270639,0.0803560448754745,0.0825042276840242,0.0203909291600088,0.1141693398110791,0.012691891764673,0.118901550916508,0.1986010846901648,0.0139863728959297
q52,30.2188125,3022,2278,0.7538054268696228,0.3,Eb major,3,major,0.7434421296283625,computed,0.0175289822296323,0.0273186243500975,0.0546474158186963,0.2270529649668746,0.0918502238671924,0.2556115978055159,0.1189199080861485,0.1711581871838451,0.023586307486989,0.0003214694494041,0.0003214694494041,0.0116828493061998
q53,15.0,1501,1201,0.8001332445036642,0.3,Ab major,8,major,0.8608998276737246,computed,0.1173198281504421,0.0947336988873808,0.0612346123639752,0.089202602658337,0.0550969943900215,0.0099948551173044,0.0535546280573513,0.084494459379578,0.2705792976064037,0.1373030977655737,0.0,0.0264859256236317
q54,17.0,1701,1512,0.8888888888888888,0.3,F# minor,6,minor,0.8071023596107554,computed,0.0200571171393472,0.0073679570153008,0.0132941688100471,0.0048450854441541,0.0232356382556272,0.0483083403262749,0.2880967153874673,0.111124068348678,0.1576668903511801,0.125724767451707,0.0570142836910973,0.1432649677791185
q55,25.8125,2582,1953,0.7563903950426026,0.3,F# minor,6,minor,0.7162203315195123,computed,0.0,0.0015700548444637,0.0298814581503659,0.0196164049920884,0.0254419362161024,0.0487054686355126,0.3976267159455539,0.1728504643296574,0.1641864382553522,0.1065562225660079,0.0319711965650308,0.0015936394998643
q56,17.75,1776,1547,0.8710585585585585,0.3,Eb minor,3,minor,0.931179166338577,computed,0.0184865420766053,0.0755876922690022,0.0791209489932792,0.1629869115309584,0.1058431837384489,0.1022391275817393,0.084053261098729,0.0616077308393256,0.1281197948129303,0.021989556538965,0.1312346677729738,0.0287305827470425
q57,23.8438125,2385,2041,0.8557651991614256,0.3,B minor,11,minor,0.8272164505317854,computed,0.1080244547538567,0.1871890047332798,0.2090056545777221,0.103712107279991,0.0183379826511386,0.0758101022482895,0.0691159742318663,0.0211931615569458,0.0126455179202004,0.0138023072517813,0.0717229219306245,0.1094408108643034
q58,29.375,2938,2424,0.8250510551395507,0.3,Ab major,8,major,0.7959701994707465,computed,0.0602627597324495,0.1828367016876554,0.238181354825589,0.1470871715245173,0.0144008471964877,0.013431394883725,0.0330721481802479,0.0419167702718606,0.146367303457924,0.0181071553818898,0.0351898053277058,0.0691465875299474
q59,16.8125,1682,1421,0.8448275862068966,0.3,B minor,11,minor,0.7827350952731096,computed,0.1493807199923534,0.083827411675695,0.0930583500005749,0.016513365391462,0.047723383838521,0.0213173467439201,0.0222890963885216,0.0460442659190677,0.0011440319398752,0.0833612340576311,0.073045237419766,0.3622955566326116
q6,47.875,4788,4324,0.9030910609857978,0.3,B minor,11,minor,0.8682110708600774,computed,0.0602435999807004,0.1569872079518779,0.1954154631835242,0.088834070094047,0.1091908348973001,0.0355741173662524,0.0445573429559013,0.0060350059493952,0.0097100316462424,0.0184494055496078,0.0959828351013621,0.1790200853237886
q60,19.53125,1954,1673,0.8561924257932446,0.3,F minor,5,minor,0.9368474717562104,computed,0.1755050513656287,0.1311484965921333,0.0475022273031801,0.0514025496539815,0.0724018970854524,0.1141003360880071,0.0235999686812781,0.1206007690549566,0.1241562902999694,0.0085188800897896,0.0839249294234413,0.0471386043621814
