row_index,time,midi,conf,rms,flux,abs_dm,local_pitch_std,onset_probability,offset_probability,onset_label_corrected,offset_label_corrected
69,0.69,59.22138977151325,0.91882985830307,0.2925650179386139,0.0865083262324333,0.02382582220174,0.2323971239180346,0.3751101120671753,0.116021690068842,0,0
70,0.7,59.22561810071938,0.91882985830307,0.3005282282829284,0.0723877772688865,0.0021141646030642,0.1346630833159005,0.1551010773695576,0.0780110597422567,0,0
71,0.71,59.22561810071938,0.91882985830307,0.296378880739212,0.0747324675321579,0.0,0.0308223582485035,0.0709158438562631,0.0317755990734229,0,0
72,0.72,59.22561810071938,0.91882985830307,0.2946110963821411,0.0765482634305954,0.0,0.0285054194975187,0.0465229969111798,0.0276063396148286,0,0
73,0.73,59.22561810071938,0.9236966967582704,0.2837026715278625,0.1009108871221542,0.0021141646030642,0.0341097665557883,0.0125047155296472,0.0356941363559468,0,0
74,0.74,59.22138977151325,0.91882985830307,0.2808286249637604,0.0895187482237815,0.0145561616716811,0.0382662645425221,0.0339070568800534,0.0381673719594827,0,0
75,0.75,59.19650577737602,0.9089714288711548,0.2680730819702148,0.0907447338104248,0.0378030107803688,0.0395905594405308,0.0093419467781138,0.0349716285455553,0,0
76,0.76,59.145783749952514,0.9058504104614258,0.254388689994812,0.0839690789580345,0.0253610137117519,0.0386455103526044,0.0249071295261457,0.0654683713809733,0,0
77,0.77,59.145783749952514,0.9058504104614258,0.2293432354927063,0.0703823268413543,0.0,0.0348881581480317,0.0138227044425581,0.051241641475843,0,0
78,0.78,59.145783749952514,0.9020599126815796,0.2203157097101211,0.1205358579754829,0.0,0.0496128978452461,0.0271170527396793,0.2453388866465381,0,0
79,0.79,59.145783749952514,0.8979458808898926,0.2104339003562927,0.3447082638740539,0.0,0.1140116774382763,0.0484639632191161,0.3016259626311303,0,0
80,0.8,59.145783749952514,0.8979458808898926,0.214138001203537,0.2776301205158233,0.0233289826816118,0.1727514000187976,0.2602879689145054,0.4105667445909041,0,0
81,0.81,59.19244171531574,0.9020599126815796,0.2237830609083175,0.1214257851243019,0.0711996142024631,0.2820159682752975,0.1899878622923958,0.3657245048387754,0,0
82,0.82,59.28818297835744,0.9020599126815796,0.2377970963716507,0.1041023284196853,0.1473150435442818,0.3773780840073796,0.4984663983501923,0.3167362613085019,0,0
83,0.83,59.4870718024043,0.9033539295196532,0.2386028170585632,0.1175674945116043,0.1567814527941458,0.4378917072755145,0.3884479196040573,0.3838014272163338,0,1
84,0.84,59.60174588394573,0.9033539295196532,0.2397752553224563,0.1507631242275238,0.2310037425604605,0.5119229657420269,0.2132533382072207,0.2657042251717028,0,1
85,0.85,59.94907928752522,0.9057261347770692,0.2452320754528045,0.1919316798448562,0.2762887760978501,0.5275236816152526,0.2479855417179891,0.2877343007462302,0,1
86,0.86,60.15432343614143,0.9110496640205384,0.2507861852645874,0.1300732642412185,0.1495179176560057,0.4991177931618026,0.2460758894939807,0.3162818390736683,0,0
87,0.87,60.248115122837234,0.9110496640205384,0.2551423907279968,0.0870579853653907,0.2060282150952801,0.4345969235521754,0.2061022858257645,0.1987834460658613,0,0
88,0.88,60.56637986633199,0.9135247468948364,0.2592003941535949,0.0896328091621398,0.1649204009413836,0.358504903212846,0.2504687057616451,0.1739839270077259,0,0
89,0.89,60.57795592472,0.9171763062477112,0.2633102536201477,0.082510158419609,0.0106372245107806,0.2442303632778856,0.1214680315938448,0.0784255111969139,0,0
90,0.9,60.587654315353554,0.9239283800125122,0.2626926004886627,0.0651020854711532,0.0048491953167761,0.1683450980349114,0.0608229552232861,0.0264547337001905,0,0
91,0.91,60.587654315353554,0.9283183813095092,0.2637009024620056,0.0673921480774879,0.0,0.1099385204123881,0.0386761985683236,0.0242943639312292,0,0
92,0.92,60.587654315353554,0.9345353245735168,0.26633220911026,0.0537353120744228,0.0048491953167761,0.0294439998577403,0.0368336427222597,0.0081446141612578,0,0
93,0.93,60.57795592472,0.9413344860076904,0.2665493488311767,0.0975952968001365,0.0106372245107806,0.0337654082179867,0.020625248611262,0.0305634588634786,0,0
94,0.94,60.56637986633199,0.9345353245735168,0.2604652941226959,0.0725819915533065,0.0316229132510166,0.0358049290136424,0.0090549561822644,0.0349726626870078,0,0
95,0.95,60.51471009821797,0.9345353245735168,0.2518855333328247,0.0679518952965736,0.0258348840570121,0.0394942746970316,0.01286185830382,0.0657483805080803,0,0
96,0.96,60.51471009821797,0.9345353245735168,0.2342617660760879,0.0509080067276954,0.0,0.0399845581905198,0.0100203036959192,0.0604462973508969,0,0
97,0.97,60.51471009821797,0.9345353245735168,0.2294177711009979,0.0575820952653884,0.0,0.0360760348353313,0.0460000924077775,0.2558845897789388,0,0
98,0.98,60.51471009821797,0.9327373504638672,0.2487101852893829,0.5362832546234131,0.0158239538287681,0.0293074477532518,0.1295651197744406,0.4492891494886834,0,0
99,0.99,60.48306219056043,0.9327373504638672,0.2558279037475586,0.4497679769992828,0.0185393982001365,0.0185171592697864,0.4280487499297629,0.7384264388755518,0,0
100,1.0,60.477631301817695,0.9327373504638672,0.2628823220729828,0.1333081871271133,0.0027154443713683,0.0218060321810167,0.4229658222946892,0.5351262223776553,1,0
101,1.01,60.477631301817695,0.9327373504638672,0.2713659703731537,0.0636935010552406,0.0,0.024455007799425,0.7145830779843416,0.2604443987465382,1,0
102,1.02,60.477631301817695,0.9327373504638672,0.2594472467899322,0.0816589668393135,0.0027154443713683,0.0266555489231383,0.6120316225020411,0.2001773641921245,1,0
103,1.03,60.48306219056043,0.957082748413086,0.2560211718082428,0.0753454118967056,0.0280610244057086,0.0604717167061939,0.176444180575388,0.0579362580524225,0,0
104,1.04,60.53375335062911,0.9618470668792723,0.2590070068836212,0.0889216139912605,0.0253455800343402,0.0990185587417434,0.1604073384099236,0.0578804781111091,0,0
105,1.05,60.53375335062911,0.9618470668792723,0.2671148777008056,0.1183156222105026,0.0,0.1174868317615655,0.0393523651784995,0.0353351904272029,0,0
106,1.06,60.53375335062911,0.9618470668792723,0.2799071967601776,0.1144385263323783,0.0648905781794582,0.1276290370326874,0.0504820651369244,0.0412218742474237,0,0
107,1.07,60.66353450698803,0.9655905961990356,0.2857465744018554,0.0732057094573974,0.1136818949196794,0.1283053740863463,0.0325508421840144,0.0334539814452903,0,0
108,1.08,60.76111714046847,0.9655905961990356,0.2846725285053253,0.0901954621076583,0.0502647663823765,0.1391596851678933,0.0333582634331516,0.0272776545223141,0,0
109,1.09,60.76406403975278,0.957082748413086,0.2867357432842254,0.062270451337099,0.0110645471076011,0.1506293949680783,0.0108587186888873,0.0168567020221051,0,0
110,1.1,60.78324623468367,0.9565874338150024,0.2882135510444641,0.0623275227844715,0.0136703438166989,0.1471521859439458,0.0168833246113849,0.0153450825248812,0,0
111,1.11,60.79140472738618,0.9560918211936952,0.285881370306015,0.0757363885641098,0.0674507900668963,0.1219574099934423,0.0193061571162824,0.0143899412544593,0,0
112,1.12,60.918147814817466,0.9560918211936952,0.2814842760562897,0.0407204069197177,0.0901941147844738,0.1087650831403836,0.0237810139614411,0.031552135611927,0,0
113,1.13,60.97179295695513,0.9539511799812316,0.2827813625335693,0.0344517081975936,0.0372795267824379,0.1048605013157254,0.0228435627334365,0.022368930363862,0,0
114,1.14,60.99270686838234,0.9539101719856262,0.2796961665153503,0.0310985669493675,0.0119213137551525,0.0991119973016201,0.0025940377590007,0.013370954227048,0,0
115,1.15,60.99563558446543,0.9530999064445496,0.2802654504776001,0.0466783791780471,0.0033678438363295,0.0871536903778294,0.0050282557128078,0.0086300702193368,0,0
116,1.16,60.999442556055,0.952483057975769,0.2763234376907348,0.0557333528995513,0.0087895206417236,0.056957851988385,0.0014612499162703,0.0163643832158041,0,0
117,1.17,61.01321462574888,0.952483057975769,0.2763972878456116,0.0325658470392227,0.0340603556071599,0.0483922251930453,0.0124451361765354,0.026612002555031,0,0
118,1.18,61.06756326726932,0.9530999064445496,0.2778889238834381,0.0363439247012138,0.0376798199812462,0.045174292151675,0.0057133340201237,0.0155291992040013,0,0
119,1.19,61.08857426571137,0.9530999064445496,0.2823184430599212,0.0436135530471801,0.0105054992210256,0.0419645966782541,0.0042341622307399,0.0204949730155087,0,0
120,1.2,61.08857426571137,0.953493595123291,0.2833321392536163,0.0572178289294242,0.0,0.035779779821668,0.0024625366550238,0.0037332408460735,0,0
121,1.21,61.08857426571137,0.953493595123291,0.285407155752182,0.0840072408318519,0.0,0.0252205649573976,0.0084001970446552,0.0112686625021884,0,0
122,1.22,61.08857426571137,0.953493595123291,0.2884442806243896,0.026944663375616,0.0,0.0389157010297169,0.0060235143728682,0.0132861556034868,0,0
123,1.23,61.08857426571137,0.953493595123291,0.2863762378692627,0.0547697432339191,0.0,0.0595068410398365,0.0028959733695549,0.0098840029731952,0,0
124,1.24,61.08857426571137,0.953493595123291,0.2810657918453216,0.0822156965732574,0.0,0.1282982817677859,0.0107112432428494,0.0622466942698528,0,0
125,1.25,61.08857426571137,0.953493595123291,0.26752969622612,0.0804096236824989,0.0587486334904063,0.1848642795090652,0.0146394933484456,0.0828185438645618,0,0
126,1.26,60.97107699873056,0.9475328922271729,0.2546603679656982,0.0898185595870018,0.0749447663955074,0.24010545374113,0.0155514219985268,0.1735864618186693,0,0
127,1.27,60.93868473292036,0.9457566738128662,0.2390250265598297,0.173144519329071,0.1292753185579691,0.3049227083081753,0.0185406327696822,0.2086106152545247,0,0
128,1.28,60.71252636161462,0.932671844959259,0.2389529049396515,0.1709939688444137,0.1689228261040334,0.4220427983924893,0.0461639335211715,0.3385244078612787,0,0
129,1.29,60.60083908071229,0.8988632559776306,0.2475944906473159,0.4417730271816253,0.1231296396834551,0.5340691268435902,0.040582352828719,0.3195381107358677,0,0
130,1.3,60.46626708224771,0.8843643665313721,0.2285047024488449,0.5111615061759949,0.1682090075557063,0.6532187047528099,0.0735105027319384,0.3953151543694277,0,1
131,1.31,60.26442106560088,0.7088046073913574,0.2246412485837936,0.1016412228345871,0.3163428942707256,0.7100396048523813,0.0684421818208152,0.4278576213223811,0,1
132,1.32,59.83358129370626,0.4221395254135132,0.2015182375907898,0.0624863989651203,0.3737001710638274,0.6969868313429332,0.0752569048319649,0.4645530871639085,0,1
133,1.33,59.51702072347322,0.3251086473464966,0.1790674179792404,0.0744717717170715,0.3678194470462372,0.6581057574595918,0.1015081533578897,0.4190453003444594,0,0
134,1.34,59.097942399613785,0.223400205373764,0.1535640358924865,0.0905313342809677,0.2445293622087661,0.5830803227364558,0.0691590395609069,0.396746723723077,0,0
135,1.35,59.02796199905569,0.2198190540075302,0.142507866024971,0.2652748227119446,0.0349902002790472,0.4644024019075283,0.0867953853534976,0.2950004008614243,0,0
136,1.36,59.02796199905569,0.2198190540075302,0.1668879985809326,0.0934038609266281,0.0,0.3023195093237801,0.0703660796624008,0.2477404508253331,0,0
137,1.37,59.02796199905569,0.2198190540075302,0.1913239061832428,0.3331828415393829,0.0225046766305894,0.1694581616841302,0.0895805087189171,0.168342068939938,0,0
138,1.38,58.98295264579451,0.2198190540075302,0.1858229786157608,0.6285536289215088,0.0225046766305894,0.041459180038243,0.1316757030706858,0.1309359031038313,0,0
139,1.39,58.98295264579451,0.3082855641841888,0.1809170544147491,0.2225470840930938,0.0,0.0379933628482699,0.1379034461912364,0.129621305121072,0,0
140,1.4,58.98295264579451,0.3107186257839203,0.1826719343662262,0.0780994668602943,0.0250024188795379,0.0422653870609784,0.3861727530669772,0.1006987376327247,1,0
141,1.41,59.03295748355359,0.3251086473464966,0.1504907608032226,0.0732490941882133,0.0487605777462434,0.0422530391597397,0.4207098752316145,0.11376099476621,1,0
142,1.42,59.080473801287,0.4483304023742676,0.1176328584551811,0.0792297050356864,0.0237581588667055,0.0452884554707733,0.3472728149772821,0.0980633843389526,1,0
143,1.43,59.080473801287,0.5130024552345276,0.1184161454439163,0.0527701787650585,0.0,0.0468832335624381,0.2667688603524212,0.0700951339713245,0,0
144,1.44,59.080473801287,0.777954638004303,0.115802489221096,0.1404622942209243,0.0237581588667055,0.0582795376293557,0.2167574447309769,0.1049822368172587,0,0
145,1.45,59.03295748355359,0.8782712817192078,0.1133344322443008,0.0960040241479873,0.0487605777462434,0.0735036963900104,0.1629108579791239,0.0924980808540062,0,0
146,1.46,58.98295264579451,0.8901814818382263,0.1085479333996772,0.0626281648874282,0.0310074170550755,0.0868360873926595,0.1203789830680946,0.0651586326831693,0,0
147,1.47,58.97094264944344,0.9159712195396424,0.1076120510697364,0.0532547645270824,0.0333312295873327,0.0900329469278086,0.0798549782514429,0.0563792287567868,0,0
148,1.48,58.91629018661985,0.9224748611450196,0.1032410636544227,0.0882519632577896,0.0443694015005675,0.0847868744563649,0.0439991233228075,0.0346150761674644,0,0
149,1.49,58.8822038464423,0.9224748611450196,0.1054208055138588,0.0733287706971168,0.0273879676410224,0.0692037117240607,0.0406762885402659,0.0503109056702693,0,0
150,1.5,58.8615142513378,0.9224748611450196,0.1059094965457916,0.094181403517723,0.0163764341411685,0.0530074707114073,0.0192229897065698,0.0738816185704159,0,0
151,1.51,58.849450978159965,0.9224748611450196,0.1077595055103302,0.0968949124217033,0.0060316365889185,0.0409002050701573,0.0334130418037723,0.0852352065052427,0,0
152,1.52,58.849450978159965,0.9236236810684204,0.1084620580077171,0.1334802210330963,0.0,0.051445392553393,0.0211256728668586,0.0714104480109426,0,0
153,1.53,58.849450978159965,0.9274558424949646,0.1105266660451889,0.0949618592858314,0.0060316365889185,0.0693544252790654,0.0573130619648422,0.0880704755135127,0,0
154,1.54,58.8615142513378,0.9274558424949646,0.1118441522121429,0.0790000855922699,0.0060316365889185,0.0867007054026831,0.010834683538778,0.0286722981954866,0,0
155,1.55,58.8615142513378,0.9185566902160645,0.1076552644371986,0.1109922602772712,0.0726124513508317,0.1018384357847841,0.0155106769719491,0.0391462963217826,0,0
156,1.56,59.006739154039465,0.916377067565918,0.0970546901226043,0.1460730582475662,0.0804914432530594,0.1102207789149937,0.0160562631667856,0.0432709074466598,0,0
157,1.57,59.02249713784392,0.9163321256637572,0.0833264514803886,0.0708606764674186,0.0225794060568382,0.1111852014675695,0.0220715888945933,0.0534230342204905,0,0
158,1.58,59.05189796615314,0.8955546021461487,0.06465994566679,0.0585013180971145,0.0334284195108445,0.102650976334243,0.0064423439578264,0.1437961859157626,0,0
159,1.59,59.08935397686561,0.8475306034088135,0.0400623306632041,0.0640759542584419,0.0290731611918637,0.0946430159461985,0.0068093889052978,0.3187242891195669,0,0
160,1.6,59.11004428853687,0.7377137541770935,0.0230865180492401,0.0663814395666122,0.0157640741684801,0.0666061875460184,0.0060618625725311,0.4359588836478231,0,0
161,1.61,59.12088212520257,0.6152041554450989,0.013512410223484,0.1627476513385772,0.0055910099740117,0.0686535439050729,0.0045323884489968,0.6039448259244742,0,0
162,1.62,59.12122630848489,0.5323536992073059,0.0139352632686495,0.2415298372507095,0.0352709192675604,0.0687446463843013,0.0018769641789995,0.6443362822345181,0,0
163,1.63,59.19142396373769,0.4633667469024658,0.0135308261960744,0.2448770999908447,0.0368813486733543,0.1222922993800095,0.0042316439171541,0.5624715579277598,0,0
164,1.64,59.1949890058316,0.3285665512084961,0.0134350676089525,0.203459694981575,0.019289361648596,0.1966042347718914,0.0072123524191323,0.4147434700377541,0,0
165,1.65,59.23000268703488,0.143681138753891,0.0130297606810927,0.1124821230769157,0.0302262768065482,0.2993475876699206,0.0067336114967015,0.3208387857986361,0,0
166,1.66,59.2554415594447,0.0712650045752525,0.0117226643487811,0.2835462391376495,0.1288486533690935,0.4206997758945627,0.0265379711880875,0.2881615865763492,0,0
167,1.67,59.48769999377307,0.0276243668049573,0.0131961517035961,0.1844453513622284,0.2184304668016743,0.5686782173332342,0.0227136304466143,0.2938280654810303,0,0
168,1.68,59.69230249304805,0.012769223190844,0.0259882137179374,0.6895565986633301,0.2494606056877764,0.685130783759901,0.0431194164630385,0.2006417038652646,0,1
169,1.69,59.98662120514862,0.0043366583995521,0.0264098048210144,1.049397349357605,0.3154248562919406,0.7839069890035526,0.0202524188217534,0.1341073715081611,0,1
170,1.7,60.32315220563193,0.0043366583995521,0.0269605107605457,0.1049718186259269,0.3911363660488938,0.8395216480630503,0.0728980001510689,0.0583439765395454,0,1
171,1.71,60.76889393724641,0.0043366583995521,0.0476620011031627,0.0522956997156143,0.3455511556989066,0.8210354125664854,0.0757147981071151,0.0284464537398793,0,0
172,1.72,61.01425451702974,0.0043366583995521,0.0484184771776199,2.126406669616699,0.2907915251964752,0.7646172672346478,0.0730849302649848,0.0100479949775833,0,0
173,1.73,61.35047698763936,0.0043366583995521,0.0811787024140358,0.910678505897522,0.2852646384901725,0.6569763774002269,0.1107908092722802,0.0120634113566217,0,0
174,1.74,61.584783794010086,0.006803841330111,0.1442432552576065,0.2662962675094604,0.166154550890301,0.5206943086703463,0.2466292837752109,0.0115952861570378,0,0
175,1.75,61.68278608941996,0.5059095025062561,0.2011416852474212,0.4388056993484497,0.0868919929202896,0.3708752119450115,0.4933095186978919,0.018787086803675,0,0
176,1.76,61.758567779850665,0.6406738758087158,0.2157013714313507,0.4115839600563049,0.037890845215351,0.2548499861885092,0.8711218124358157,0.030244531681124,1,0
177,1.77,61.758567779850665,0.8063778877258301,0.2286280691623687,0.0734616965055465,0.0,0.1424571194448395,0.8069284075808635,0.02842774818233,1,0
178,1.78,61.758567779850665,0.8757361173629761,0.2235341072082519,0.0961249768733978,0.0,0.2024202961793624,0.8094080041910664,0.0305172766947971,1,0
179,1.79,61.758567779850665,0.8834099173545837,0.1926752477884292,0.1392778158187866,0.037890845215351,0.2908472913381459,0.7291526676500993,0.0418117823816356,0,0
180,1.8,61.68278608941996,0.8917018175125122,0.1753849387168884,0.1142895519733429,0.1233642599877669,0.3440369078256993,0.1996213902282504,0.0412077529168248,0,0
181,1.81,61.51183925987513,0.8988645076751709,0.1685101091861724,0.0964752063155174,0.2714541408693804,0.3697282455452164,0.1520368355686037,0.0972302075217621,0,0
182,1.82,61.1398778076812,0.9082990884780884,0.1669850498437881,0.063787393271923,0.2543391161936768,0.3695026630847028,0.121839947917787,0.1172945319921276,0,0
183,1.83,61.00316102748778,0.9228965044021606,0.1653842180967331,0.0819502621889114,0.0806380679877243,0.3428967271169575,0.1162929660366316,0.0784434740809632,0,0
184,1.84,60.97860167170575,0.9393171072006226,0.1665004044771194,0.0859313756227493,0.0324609956720465,0.2825540972565159,0.0953776311981052,0.0603028699356619,0,0
185,1.85,60.938239036143685,0.9397528767585754,0.1680350005626678,0.0559509024024009,0.0212172077066341,0.1907235043659136,0.0628908171635756,0.0502727772175689,0,0
186,1.86,60.936167256292485,0.9471653699874878,0.1706364005804062,0.0401922203600406,0.0010358899255997,0.0677784855571077,0.0350022279223372,0.0146290586751516,0,0
187,1.87,60.936167256292485,0.950369119644165,0.1744162887334823,0.0522367097437381,0.0,0.0268365247801344,0.0276749758148152,0.0251073840636207,0,0
188,1.88,60.936167256292485,0.950369119644165,0.1808010339736938,0.0828897133469581,0.0,0.0452816247820265,0.0138787199589115,0.0393989759584762,0,0
189,1.89,60.936167256292485,0.950369119644165,0.1878333091735839,0.139045313000679,0.0,0.0819840400379956,0.0252439212484646,0.0463538449682405,0,0
190,1.9,60.936167256292485,0.950369119644165,0.1950048506259918,0.1371090561151504,0.023926756670793,0.1176147142291299,0.0586496271735244,0.0702936126154456,0,0
191,1.91,60.98402076963407,0.950369119644165,0.2038010954856872,0.1053198724985122,0.0671047909569857,0.1712171401155705,0.0659619755244129,0.0825495163982446,0,0
192,1.92,61.07037683820646,0.950369119644165,0.2121166735887527,0.0969012528657913,0.0905569819382492,0.2041469304208944,0.052199950661022,0.0788025943982641,0,0
193,1.93,61.16513473351057,0.9500816464424132,0.2200860232114792,0.0958752483129501,0.0874622051528852,0.2362861203768013,0.0339142914298456,0.0937020901553929,0,0
194,1.94,61.24530124851223,0.9500816464424132,0.2266108691692352,0.0972177386283874,0.1225177546367461,0.2457430679584584,0.0431000477857805,0.0821034445408117,0,0
195,1.95,61.41017024278406,0.9500816464424132,0.2331634014844894,0.0875886753201484,0.1027757251962739,0.234169927680271,0.0455201026234769,0.0723962352847421,0,0
196,1.96,61.450852698904775,0.9455417394638062,0.2383717000484466,0.0983102992177009,0.0777827334084193,0.2053478122960525,0.0358260605769411,0.0681787004870332,0,0
197,1.97,61.5657357096009,0.9452717304229736,0.2442821860313415,0.0820366963744163,0.066620022144562,0.1762617494251489,0.0385331477677776,0.0384524221569335,0,0
198,1.98,61.5840927431939,0.9452717304229736,0.2449071556329727,0.085027702152729,0.0213290364987734,0.1444309604377345,0.018279184117255,0.0445012787201734,0,0
199,1.99,61.60839378259845,0.9452717304229736,0.2461455762386322,0.0814066529273986,0.0121505197022742,0.1030715612675599,0.0129354311377923,0.0248976243533023,0,0
200,2.0,61.60839378259845,0.9396538138389589,0.2325820624828338,0.0889715254306793,0.032560865829005,0.087502975342169,0.0125026969948521,0.0501031721597905,0,0
201,2.01,61.67351551425646,0.8987778425216675,0.2165405750274658,0.0991129130125045,0.0455925493320243,0.09197889201312,0.0204612765196083,0.0639101924301745,0,0
202,2.02,61.6995788812625,0.8957152366638184,0.2045512795448303,0.1313501745462417,0.0152720317615617,0.1254260598836163,0.0321381890777826,0.1623660183888645,0,0
203,2.03,61.70405957777958,0.8957152366638184,0.1876721233129501,0.297726958990097,0.0152070480676727,0.1471741116227364,0.063778871829258,0.2342884873656152,0,1
204,2.04,61.72999297739784,0.8957152366638184,0.1794804781675338,0.1796403676271438,0.0780944565537566,0.2137360039324924,0.2023278582994675,0.3963843149928913,0,1
205,2.05,61.860248490887095,0.8957152366638184,0.1878868192434311,0.0693874284625053,0.1175904592749148,0.2570135297856426,0.1131994189070121,0.2855680973187178,0,1
206,2.06,61.96517389594767,0.8987778425216675,0.1871480345726013,0.1150167435407638,0.072380527829253,0.2768262271753764,0.4899497899536159,0.2289170348209005,0,0
207,2.07,62.0050095465456,0.9069920182228088,0.1830648481845855,0.110223576426506,0.1557335306744676,0.2873761704158284,0.1523425435944666,0.2112708804378059,0,0
208,2.08,62.27664095729661,0.9256829023361206,0.1822717189788818,0.1718790084123611,0.1790494548678047,0.2805569016003393,0.2162703177876486,0.1211537490062505,0,0
209,2.09,62.36310845628121,0.9287749528884888,0.1798571795225143,0.143176719546318,0.0442211559724015,0.2934332462132829,0.1438105799295413,0.140626627458416,0,0
210,2.1,62.36508326924141,0.9406486749649048,0.1762329339981079,0.1143688037991523,0.0384922849777957,0.2988562174208055,0.1274467430296465,0.1281316518976179,0,0
211,2.11,62.4400930262368,0.9406530857086182,0.1766516417264938,0.1181907802820205,0.0693022794402402,0.2857824996188554,0.1509163516404555,0.1260380840642857,0,0
212,2.12,62.50368782812189,0.9406947493553162,0.1763073205947876,0.0976938977837562,0.1690663485540504,0.2561635218255087,0.1441483381637532,0.1278365596783529,0,0
213,2.13,62.7782257233449,0.9406947493553162,0.1767780035734176,0.075520671904087,0.1698610870609265,0.2488914916655129,0.1595211138019636,0.2540173527277235,0,0
214,2.14,62.84341000224374,0.9414460062980652,0.1997262239456176,0.2441171705722808,0.0363782531694099,0.2342845509967487,0.1530820603462532,0.2827528056195842,0,0
215,2.15,62.85098222968372,0.9414460062980652,0.2243248969316482,0.5774913430213928,0.0517560543539623,0.1965914828322156,0.3284468011856507,0.5468980227707332,0,0
216,2.16,62.94692211095167,0.9498084187507628,0.2367260307073593,0.2138074189424514,0.0479699406339726,0.1467845777005146,0.591764143213119,0.5896588286916173,0,0
217,2.17,62.94692211095167,0.9504864811897278,0.2456371784210205,0.0809565782546997,0.0,0.0649854447324035,0.6741194754228289,0.4355431913168284,1,0
218,2.18,62.94692211095167,0.9509841203689576,0.2466543465852737,0.0765459686517715,0.0009359311295717,0.0444954291457933,0.709677648130805,0.2181676571921267,1,0
219,2.19,62.94879397321081,0.9509841203689576,0.2283501178026199,0.0596878193318843,0.0009359311295717,0.032237264389917,0.3266982303554955,0.0829855134603963,1,0
220,2.2,62.94879397321081,0.9509841203689576,0.2126136273145675,0.0613510385155677,0.0,0.001595110266929,0.1575649855800329,0.0472399723020795,0,0
221,2.21,62.94879397321081,0.95340496301651,0.2055806070566177,0.077438935637474,0.0,0.0017800643497713,0.0817527050513958,0.0284099664501165,0,0
222,2.22,62.94879397321081,0.954963445663452,0.2022521495819091,0.0719663128256797,0.0019196620912893,0.0302847226729126,0.0061933363580664,0.0062438936373593,0,0
223,2.23,62.94495464902823,0.954963445663452,0.2028632313013076,0.0715911835432052,0.0019196620912893,0.0400456918435504,0.0037031368225675,0.0225034816192496,0,0
224,2.24,62.94495464902823,0.954963445663452,0.2059949785470962,0.0702506676316261,0.0,0.0394567579759302,0.0051567815299265,0.0223092144283261,0,0
225,2.25,62.94495464902823,0.954963445663452,0.2102581411600113,0.0616137906908988,0.044265855930238,0.0387747360127254,0.0162756376876016,0.0250709785655399,0,0
226,2.26,62.85642293716776,0.96243017911911,0.214650884270668,0.0394467115402221,0.044265855930238,0.0372056139894123,0.0181715517461219,0.0227427138979959,0,0
227,2.27,62.85642293716776,0.96243017911911,0.2192960977554321,0.0370456762611866,0.0272027061672623,0.0346290113689227,0.0096516388883191,0.0222343050055171,0,0
228,2.28,62.91082834950228,0.96243017911911,0.2224111557006836,0.0764112770557403,0.0218380008849692,0.0314947231689847,0.0031032424749491,0.019997310459471,0,0
