stem,duration_seconds,frames,accepted_frames,accepted_frame_fraction,confidence_threshold,template_label,tonic,mode,template_score,cache_status,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11
q107,29.0625,2907,2691,0.9256965944272446,0.3,E minor,4,minor,0.9581365133987837,computed,0.05767701868466832,0.050993688969672386,0.07618287073943432,0.07152500069725716,0.17272623143450824,0.03869460254451934,0.03576448317914349,0.14771562801339552,0.06207840456935408,0.0742081298521598,0.11449131442125027,0.09794262689463708
q108,17.03125,1704,1616,0.9483568075117371,0.3,Eb major,3,major,0.7175496533936923,computed,0.08791776475981965,0.02273412676627706,0.23436174868205978,0.3386055470643247,0.10561245738822343,0.11071372669240138,0.02937123940585628,0.002783446809139164,0.0,0.01146495525427774,0.03345743638734846,0.02297755079027231
q109,17.28125,1729,1402,0.8108733371891267,0.3,C# minor,1,minor,0.7943223549953662,computed,0.08779821683918758,0.2561571527556359,0.1437819314386434,0.0072825982981917555,0.021332790996099475,0.0,0.0,0.0,0.13583425321701784,0.13425933251114622,0.04716858946696387,0.16638513447711395
q11,19.483375,1949,1736,0.8907131862493587,0.3,D major,2,major,0.7565533426157062,computed,0.01740804088629254,0.11228379826400223,0.2633695203312707,0.11251721846342769,0.23908193280007808,0.07065769380603358,0.13694251165828025,0.03648563309118068,0.0010760803042106763,0.010177570395223582,0.0,0.0
q110,18.59375,1860,1727,0.928494623655914,0.3,D major,2,major,0.8225925798357585,computed,0.001491211956569056,0.008422444033937822,0.2693011348019065,0.019907038594184568,0.2152068929902452,0.07120605026818386,0.17903035370121434,0.013109671728413132,0.008249296687177566,0.1825650716594158,0.0073618140208233035,0.02414901955792887
q111,15.6875625,1569,1358,0.8655194391332058,0.3,C# major,1,major,0.7354736830845827,computed,0.21315756468785332,0.4005543317233638,0.037206062551454935,0.10747329311181274,0.02036400756554916,0.036388532976608115,0.07261160615661515,0.023301429469551042,0.040667519061773454,0.01698839899978199,0.010799655076492965,0.02048759861914332
q112,27.53125,2754,2142,0.7777777777777778,0.3,Ab minor,8,minor,0.7620787376526211,computed,0.07551494169494911,0.057809299212002736,0.029757513740282175,0.017721987452841776,0.0032797262044833666,0.008243746976399853,0.005410235592354432,0.03569561399172597,0.19417556784866663,0.1344599991480337,0.2604343995763644,0.17749696856189584
q113,16.53125,1654,884,0.5344619105199516,0.3,F# minor,6,minor,0.7834541494605854,computed,0.0048394532957996665,0.0008266999246502863,0.006812339933736782,0.021990769244456046,0.05071783433661893,0.124970946137313,0.33008894392388927,0.11987402060288171,0.121607717569925,0.11430777175726163,0.07042512722078623,0.03353837605268148
q114,31.09375,3110,2883,0.9270096463022508,0.3,D major,2,major,0.8052178055357981,computed,0.007070121453596497,0.0261206286862296,0.2733131110225882,0.10089453458261635,0.053872495586575225,0.0993554142989362,0.20665700597870107,0.17585741230638544,0.026441583591149967,0.02212325866192962,0.004905636014591427,0.0033887978167003647
q115,23.85,2386,2086,0.8742665549036044,0.3,C minor,0,minor,0.7877385019217226,computed,0.1918440974868709,0.12571416377320765,0.26007481166296836,0.14573098977795435,0.03483316106136553,0.017788847426269808,0.024729341915152726,0.044999959419216966,0.0038743533690072333,0.037794202051901295,0.038250767679193304,0.0743653043768919
q116,14.8666875,1487,1350,0.9078681909885676,0.3,C major,0,major,0.8095555962474562,computed,0.18370417245757473,0.1005455433740769,0.13121075155386328,0.14625589429529487,0.17941028435822484,0.15227647856910717,0.026743565890295116,0.006870912938715347,0.0,0.00789389234205519,0.03059391845128054,0.034494585769512046
q117,10.983375,1099,969,0.8817106460418562,0.3,D minor,2,minor,0.8105242207156514,computed,0.10881049915023021,0.08836799431138295,0.20687738869994526,0.14331309186035435,0.1968685514280453,0.057135158758973834,0.02496268795731456,0.005302661146129084,0.05815847447003657,0.0412503136025154,0.02490467213086771,0.04404850648420479
q118,20.1,2011,1779,0.8846345101939334,0.3,C major,0,major,0.9478468607659738,computed,0.12998156844889727,0.08680897516134814,0.0973556393665288,0.063781018250487,0.1267964505063925,0.09209187419831474,0.026423910631438226,0.0787358786968636,0.08136650236163938,0.07183729184072146,0.10511641526033576,0.0397044752770331
q12,23.233375,2324,2093,0.9006024096385542,0.3,Eb major,3,major,0.8169563446390361,computed,0.1663744899052211,0.02819775008409522,0.07551404626736521,0.14390842013559813,0.003226798788256206,0.018920216311254325,0.0018342374608306526,0.018501628934059388,0.10626853161293788,0.04243860999987303,0.2980418525407907,0.09677341795971818
q13,23.858375,2386,2077,0.8704945515507125,0.3,D major,2,major,0.6990292134062183,computed,0.1343379438813342,0.054488999128164274,0.42957271785174184,0.05239490384861723,0.09700969227812321,0.0,0.0,0.0,0.0,0.02866656520707232,0.01620792893987523,0.18732124886507173
q14,20.28125,2029,1334,0.657466732380483,0.3,C major,0,major,0.9189359179341093,computed,0.16413747349580146,0.06927115572573757,0.13156045879871373,0.051986743328900915,0.1634149105197566,0.1083865240586486,0.01093986079892734,0.19268799751563292,0.024435571792924923,0.01961949819286608,0.02587703237173725,0.03768277340035263
q15,15.5938125,1560,1178,0.7551282051282051,0.3,C major,0,major,0.683988362042732,computed,0.34014448707259054,0.1538994500297891,0.2691915317870156,0.034628780300342686,0.19310354935554608,0.0,0.0,0.0,0.0,0.0,0.0,0.009032201454715946
q16,17.0166875,1702,1522,0.8942420681551116,0.3,A minor,9,minor,0.705785575831403,computed,0.21505991305614552,0.0,0.0,0.0,0.0,0.0,0.016269152461386917,0.010433161163906465,0.06797630760542021,0.4119855690249613,0.0457743796773319,0.23250151701084767
q17,19.233375,1924,1429,0.7427234927234927,0.3,C# major,1,major,0.7035536529198454,computed,0.26771032738144634,0.23402874724109915,0.0,0.0,0.0046054296961015,0.009406792003068277,0.017395485542275064,0.0007908678955216113,0.11678805384256329,0.05023743662092991,0.11012762447921161,0.18890923529778325
q18,27.9375625,2794,2299,0.8228346456692913,0.3,C# major,1,major,0.7808203185780358,computed,0.19620203513291956,0.30219339412781243,0.01784825678469489,0.13313770229629043,0.04971887171457663,0.17302583892617962,0.0,0.0,0.03400093551903843,0.003799879268824019,0.04597647905515236,0.04409660717451163
q19,23.7,2371,1932,0.8148460565162379,0.3,A minor,9,minor,0.8860011605784,computed,0.057610101509345306,0.03188380730302003,0.04824487612976292,0.025405165676774092,0.11701020337925024,0.06671266686875862,0.0824420634999966,0.11136121532137135,0.06811343835849894,0.27445302952354944,0.08079099625970224,0.03597243616997022
q2,24.0625,2407,2081,0.8645616950560864,0.3,G major,7,major,0.8853487670728749,computed,0.019022326526855263,0.1268776471662709,0.10558529078712509,0.012735675943020868,0.06398008907859465,0.08368541738206339,0.1219262238639787,0.24408759570145142,0.027345358336214372,0.08942700825752178,0.03012966778730637,0.0751976991695972
q20,24.5,2451,2172,0.8861689106487148,0.3,E minor,4,minor,0.8742854110599824,computed,0.015346639915827943,0.03063907245525234,0.0436376200980622,0.034946500437833414,0.25101615445630143,0.06400838570313919,0.04077157302801239,0.1250823622724197,0.036355685962654594,0.16393224006844476,0.10626438347484511,0.08799938212720691
q21,32.1875625,3219,2947,0.9155017086051569,0.3,D major,2,major,0.9240991030269557,computed,0.034545358217394344,0.026592128086684104,0.17641580050077665,0.09417098748227087,0.08108505779690495,0.03063762869719338,0.1552545527811086,0.13605244957910445,0.026981712244908716,0.18145098849568284,0.04348454984626977,0.013328786271701311
q22,44.28125,4429,3767,0.8505305938135019,0.3,F# major,6,major,0.8999267628029117,computed,0.06043483572078175,0.23412642996467772,0.06305618739645284,0.08766719315957247,0.02733559821444707,0.10670931080839274,0.2073802437736253,0.0215105274136622,0.031341054827070336,0.009588985393923107,0.03922166855728293,0.11162796477011153
q23,19.5,1951,1259,0.6453100973859559,0.3,C minor,0,minor,0.8887825938217936,computed,0.22732367619013852,0.03148661364197972,0.1428648972454889,0.1515037175139876,0.03597104585898863,0.01305241988592535,0.0,0.05955477334565245,0.05500511078737143,0.04880058200630745,0.11793031064408772,0.11650685288007222
q24,20.0625,2007,1429,0.7120079720976582,0.3,Eb minor,3,minor,0.9414575524180633,computed,0.11553171325550274,0.09480390268469108,0.07669320608713025,0.13282761456830172,0.028815577523002702,0.11083689646684981,0.15634693618591564,0.011583528817973197,0.04004218753588055,0.054017378738202546,0.12467949959229886,0.0538215585442509
q25,28.3125,2832,2330,0.8227401129943502,0.3,D minor,2,minor,0.8330435460615653,computed,0.11768216764541799,0.08410099880946811,0.263929104901608,0.1525143496455342,0.06647446264745914,0.0375142094047285,0.005801815334919364,0.06469536677808574,0.034650720453226605,0.0449223607092642,0.05050911107231945,0.07720533259796873
q26,48.25,4826,4078,0.8450062163282221,0.3,Bb major,10,major,0.9244107198800823,computed,0.07788350096168434,0.021204526750942684,0.22101448146717204,0.0934075733276289,0.05430957314013378,0.1624510069597423,0.044978415138034196,0.08254534888139498,0.014777228728579842,0.05631091378771215,0.14008889542782504,0.03102853542914977
q27,30.5,3051,2619,0.8584070796460177,0.3,Eb minor,3,minor,0.7937420340177933,computed,0.018493227883180863,0.1360829349678856,0.10570181574819952,0.22458951010468298,0.1114975549298159,0.20726592539987984,0.028701195546350255,0.013073610710621056,0.045360597034318904,0.04370652644973721,0.03979225461309827,0.025734846612229578
q28,36.03125,3604,2732,0.758046614872364,0.3,G minor,7,minor,0.8620364670805679,computed,0.011039606368456934,0.0022163103304435605,0.10874687554097455,0.1471661472305901,0.1312252158770462,0.12607960102122623,0.13361284763079662,0.14009427084935225,0.02370335147559985,0.10107994913525789,0.05112663750126314,0.023909187038992696
q29,26.75,2676,2230,0.8333333333333334,0.3,A major,9,major,0.7622497790663408,computed,0.0,0.0004514488595444431,0.009688229734034687,0.012968274168775067,0.12933193129841591,0.08489731565290627,0.15840891988514247,0.20508673408088887,0.10210084610472973,0.25631858167689886,0.03474602782080307,0.006001690717860627
q3,31.75,3176,2654,0.8356423173803527,0.3,B minor,11,minor,0.8611269443037566,computed,0.0630660997426397,0.1720461246691899,0.16609103811386716,0.08058925149725674,0.12578600286895014,0.06783721831423482,0.03884623820436585,0.010743087712812748,0.0020743118908521443,0.04593598958752697,0.02184610930113162,0.2051385280971722
q30,12.90625,1291,992,0.7683965917893106,0.3,B minor,11,minor,0.7256044139662391,computed,0.07964647959670369,0.05617960764653131,0.040272445996755696,0.003052935102762446,0.02619488311757268,0.003652242935607872,0.011105318333175658,0.01784925332165667,0.061229032318854064,0.16944989938490423,0.2226152845141342,0.3087526177313415
q31,26.15625,2616,2205,0.8428899082568807,0.3,Eb major,3,major,0.9268821213069136,computed,0.07933684255313857,0.00810789438839251,0.0840879499310821,0.1714359283178589,0.09094327036958583,0.1293191343358351,0.09027466846229404,0.15027359610648122,0.038380690979827624,0.029527129121823707,0.09233325165062736,0.035979643783053024
q32,17.0625,1707,1497,0.8769771528998243,0.3,Eb major,3,major,0.9264462163533683,computed,0.04727492193496573,0.029023213287136793,0.10090318230331034,0.14301707833353544,0.11710489818289764,0.08261933035888959,0.09281307740178245,0.14086194587699416,0.10473795436694296,0.03260082725586259,0.06669074437070657,0.04235282632697574
q33,23.5,2351,2030,0.8634623564440663,0.3,C major,0,major,0.769875334587924,computed,0.3293775931106666,0.07018083868370188,0.1565036054020364,0.038158475401079445,0.10801124815730492,0.007198579258056606,0.015091208243005987,0.018882876157550313,0.012880386541242935,0.020269079636313768,0.05381744102173398,0.16962866838730714
q34,18.5625,1857,1645,0.8858373721055466,0.3,A minor,9,minor,0.7964215390550031,computed,0.10776789061595465,0.036824133589679994,0.010193122624169626,0.011871473801056628,0.03184719504225186,0.07049264298825378,0.06812558583671548,0.06685114397313534,0.08451562833151892,0.35734246546892207,0.12658550900809665,0.027583208720244997
q35,16.40625,1641,1458,0.8884826325411335,0.3,A minor,9,minor,0.7992005028449239,computed,0.11651640175600307,0.022681614292617256,0.03610232966449286,0.016286730591015444,0.021016718619935232,0.031200321426201456,0.009987995617655957,0.12682591700067866,0.16567976644933255,0.3210780816225148,0.08764972371411062,0.04497439924544215
q36,29.0625625,2907,2572,0.8847609219126247,0.3,Bb minor,10,minor,0.8480595230748502,computed,0.1795724462049312,0.2340500439523085,0.06699914797008352,0.13901197292500625,0.024257890503283672,0.11385364204571226,0.027282746946233727,0.005766801880573669,0.014849382347095907,0.015774448361385567,0.1627133325949916,0.015868144268394103
q37,15.0938125,1510,1221,0.8086092715231789,0.3,Bb minor,10,minor,0.84247369323485,computed,0.07745157951997567,0.24636960452944745,0.05924608265803669,0.05229456000978836,0.05952006419293476,0.24040838653789426,0.011993119064412918,0.008134230872892168,0.03523146479857029,0.04788952571483771,0.1307094151465914,0.030751966954618324
q38,17.4688125,1747,1523,0.8717801946193474,0.3,Ab major,8,major,0.8554343054543819,computed,0.17060956024509627,0.08059853336641314,0.03973073906986768,0.21893107108956378,0.04594252305127918,0.004530136317955872,0.00466708944079667,0.04668668218719169,0.3106531698319901,0.03919630266711283,0.02530554530232834,0.013148647430404494
q39,31.6563125,3166,1963,0.6200252684775742,0.3,F# minor,6,minor,0.8143179273239994,computed,0.02953553297652652,0.07362394068315709,0.03453632688999451,0.056497861925365135,0.009204290164932852,0.04299277404281202,0.25534554540113774,0.12267431339019669,0.22021748646428185,0.11257613211748432,0.03881618143650189,0.003979614507609417
q4,33.9375,3394,2888,0.8509133765468474,0.3,B major,11,major,0.9065871070547575,computed,0.0914344455286876,0.15021542384345946,0.03543654330193963,0.07353451987547205,0.03399437703359581,0.004219347537153012,0.10057631470975856,0.05202718426948296,0.07957301390230342,0.05086690896858416,0.10136629153954461,0.22675562949001873
q40,17.75,1776,1533,0.8631756756756757,0.3,C# major,1,major,0.7261940853392033,computed,0.007475659125078714,0.25169147706121153,0.020776931826318946,0.009347439333668845,0.009637490888810048,0.018591351129932498,0.22001372211449235,0.02947440639636731,0.41412389680885225,0.008690624716785734,0.005322783790097573,0.0048542168083842
q41,29.9688125,2997,2562,0.8548548548548549,0.3,A major,9,major,0.7982677425419267,computed,0.009490646777070533,0.06717400370415012,0.06065986550486708,0.036756453000989016,0.05292268941349766,0.05513231455635244,0.06974636185526066,0.05111826914851044,0.2500893382652127,0.26565767749673774,0.021465663109568267,0.05978671716778339
q42,20.6563125,2066,1486,0.7192642787996127,0.3,F# major,6,major,0.9141805164769297,computed,0.06966238067381837,0.21935341564962316,0.03195772932564263,0.05908217467162756,0.030787943689237394,0.01835044836327591,0.17294256806790523,0.03422583992416744,0.09744078565943454,0.07067894845196557,0.16133237931219663,0.034185386211105576
q43,24.1875625,2419,1992,0.8234807771806532,0.3,Eb minor,3,minor,0.8327545368961481,computed,0.010168162201579877,0.0328336156255887,0.052832111911595085,0.2283953741454835,0.1697911418761303,0.04451956803640636,0.25158531305291293,0.024418788805120363,0.044593114398455376,0.013481398083305202,0.04278254061710557,0.08459887124631674
q44,31.0625625,3107,2495,0.8030254264563887,0.3,B major,11,major,0.8520900615056303,computed,0.06280816422475792,0.09962204259220618,0.0598968464512417,0.10618869355705945,0.03258983768083808,0.05901305305435756,0.059407761274652394,0.0315887882597085,0.013807631551873176,0.03915469429925424,0.15333963829560968,0.2825828487584411
q45,46.0938125,4610,4174,0.9054229934924078,0.3,Ab major,8,major,0.9453400092439265,computed,0.05123592374139485,0.13039312481936213,0.0662126512904948,0.10859346138096052,0.06223124346700776,0.07064170548889377,0.048595414751956854,0.06779282633889357,0.2033490800370076,0.10445388011307107,0.045504827422286245,0.040995861148670834
q46,17.75,1776,1200,0.6756756756756757,0.3,C major,0,major,0.7125389840266956,computed,0.4036573897940707,0.0628306093189233,0.2308084645768156,0.07106072267113993,0.10513868312456191,0.0027155547473473214,0.009348770172826504,0.003777654025234065,0.005977808901681412,0.010960496769149942,0.02845542451256825,0.06526842138568109
q47,43.5,4351,3484,0.8007354631119283,0.3,C# major,1,major,0.9463983899557448,computed,0.08516117016922485,0.19981852941524086,0.05839003323405047,0.054863931643878726,0.012841783831505183,0.06290519593767573,0.10493187195575572,0.021393169247950476,0.15025482451403127,0.08058066892626822,0.07108494349283065,0.09777387763158783
q48,33.7188125,3372,3044,0.9027283511269276,0.3,Eb major,3,major,0.7603889214796863,computed,0.018011451276359544,0.033234010170743684,0.08765669646628978,0.4314837521296816,0.03097896842525958,0.0169623227178119,0.028767023925185476,0.057224530235779066,0.17131557205190856,0.03470636762791269,0.054141399402862965,0.035517905570205156
q49,30.625,3063,2559,0.8354554358472086,0.3,C minor,0,minor,0.8633544007045068,computed,0.12718276693880834,0.0607966758078964,0.12637307492514585,0.12562326544350516,0.08766759093018872,0.06664258809043533,0.021206588435666977,0.24683642422182409,0.09992320127658233,0.02735433794395391,0.005425363007471904,0.004968122978521006
q5,28.25,2826,2464,0.8719037508846426,0.3,Ab minor,8,minor,0.9194901483346097,computed,0.08263107695059348,0.05862676884061369,0.05728074851663433,0.13515724901536638,0.1547522798125891,0.055107382988991926,0.12584455366918143,0.0839912875208535,0.13432798218392078,0.018527294713016028,0.019685887654328164,0.07406748813391119
q50,22.65625,2266,1967,0.8680494263018534,0.3,G minor,7,minor,0.9239414361323888,computed,0.04594451561835022,0.022635283793843292,0.07951861319541893,0.1006740256371972,0.02837964178429527,0.05639460153019444,0.08603808450696968,0.1604250083109885,0.09262396576724849,0.07728714252898036,0.2258720821187696,0.024207035207744015
q51,27.53125,2754,2311,0.8391430646332607,0.3,Bb major,10,major,0.920232885925358,computed,0.06072152329087133,0.11614563352215808,0.11881994306204414,0.06271145832706394,0.08035604487547458,0.08250422768402427,0.020390929160008866,0.1141693398110791,0.012691891764673058,0.11890155091650809,0.1986010846901648,0.01398637289592973
q52,30.2188125,3022,2278,0.7538054268696228,0.3,Eb major,3,major,0.7434421296283625,computed,0.017528982229632343,0.027318624350097537,0.0546474158186963,0.2270529649668746,0.09185022386719244,0.2556115978055159,0.1189199080861485,0.17115818718384512,0.023586307486989064,0.0003214694494041496,0.0003214694494041496,0.011682849306199899
q53,15.0,1501,1201,0.8001332445036642,0.3,Ab major,8,major,0.8608998276737246,computed,0.11731982815044215,0.09473369888738088,0.06123461236397523,0.08920260265833709,0.05509699439002154,0.00999485511730446,0.05355462805735134,0.08449445937957804,0.27057929760640376,0.13730309776557376,0.0,0.02648592562363173
q54,17.0,1701,1512,0.8888888888888888,0.3,F# minor,6,minor,0.8071023596107554,computed,0.020057117139347273,0.0073679570153008305,0.013294168810047191,0.004845085444154106,0.023235638255627286,0.04830834032627495,0.28809671538746734,0.11112406834867801,0.15766689035118014,0.125724767451707,0.057014283691097345,0.14326496777911854
q55,25.8125,2582,1953,0.7563903950426026,0.3,F# minor,6,minor,0.7162203315195123,computed,0.0,0.0015700548444637064,0.029881458150365976,0.019616404992088447,0.025441936216102447,0.04870546863551264,0.39762671594555393,0.17285046432965745,0.16418643825535226,0.10655622256600791,0.03197119656503084,0.0015936394998643658
q56,17.75,1776,1547,0.8710585585585585,0.3,Eb minor,3,minor,0.931179166338577,computed,0.018486542076605342,0.07558769226900221,0.07912094899327929,0.16298691153095848,0.10584318373844896,0.10223912758173938,0.084053261098729,0.06160773083932568,0.1281197948129303,0.021989556538965005,0.13123466777297382,0.028730582747042526
q57,23.8438125,2385,2041,0.8557651991614256,0.3,B minor,11,minor,0.8272164505317854,computed,0.1080244547538567,0.18718900473327987,0.20900565457772216,0.10371210727999106,0.018337982651138625,0.07581010224828956,0.06911597423186637,0.02119316155694583,0.012645517920200468,0.013802307251781344,0.07172292193062457,0.1094408108643034
q58,29.375,2938,2424,0.8250510551395507,0.3,Ab major,8,major,0.7959701994707465,computed,0.060262759732449586,0.1828367016876554,0.23818135482558905,0.14708717152451734,0.014400847196487779,0.01343139488372504,0.03307214818024795,0.041916770271860644,0.14636730345792406,0.018107155381889842,0.03518980532770582,0.06914658752994748
q59,16.8125,1682,1421,0.8448275862068966,0.3,B minor,11,minor,0.7827350952731096,computed,0.14938071999235342,0.08382741167569503,0.09305835000057493,0.016513365391462045,0.047723383838521045,0.021317346743920138,0.022289096388521615,0.04604426591906771,0.0011440319398752098,0.08336123405763114,0.07304523741976604,0.36229555663261165
q6,47.875,4788,4324,0.9030910609857978,0.3,B minor,11,minor,0.8682110708600774,computed,0.06024359998070049,0.15698720795187796,0.19541546318352426,0.088834070094047,0.10919083489730017,0.035574117366252496,0.04455734295590138,0.006035005949395234,0.009710031646242425,0.018449405549607858,0.09598283510136213,0.1790200853237886
